SKU,Category,Subcategory, Innovation,Feb_1,Mar_1,Apr_1,May_1,Jun_1,Jul_1,Aug_1,Sep_1,Oct_1,Nov_1,Dec_1,Jan_2,Feb_2,Mar_2,Apr_2,May_2,Jun_2,Jul_2,Aug_2,Sep_2,Oct_2,Nov_2,Dec_2,Jan_3,Feb_3,Mar_3,Apr_3,May_3,Jun_3
411,Refreshments,TEA,0,24505,4614,15679,16399,4614,14248,4614,4056,17397,8606,18426,13196,25093,13147,13741,9081,10,9934,11644,9175,16047,24873,16088,19932,14567,32890,20760,15751,12584
412,Refreshments,TEA,0,8624,25446,8649,8165,4528,13711,9218,4077,17487,8846,13822,12330,29001,8818,13660,9218,10,15682,13842,12517,18610,12630,11716,13775,23701,16762,27611,26396,4561
413,Refreshments,TEA,0,79939,100211,62776,80670,45139,63997,53212,36589,108929,81018,100416,62567,124134,72366,54958,31833,234,39347,70823,64401,88170,84084,94814,83025,18088,10,89270,35788,132701
414,Refreshments,TEA,0,18426,22322,40414,26867,9218,17426,9218,10,44740,13279,50654,17168,53136,22479,18426,8877,10,14143,21179,25591,30042,29859,40439,29319,30444,42639,25687,43673,23530
415,Refreshments,TEA,0,56135,18339,57687,27634,13312,44889,27302,8932,58212,49245,45132,20784,79559,35398,13822,10515,10,9507,24577,26067,42642,41344,36149,27257,34693,37026,27027,25883,24983
416,Refreshments,TEA,0,4306,4554,10643,9218,10,10,4614,3784,8482,4164,4614,4614,4216,4614,9171,10,10,3041,3963,7200,6728,5379,4099,11781,4211,10697,301,8232,3379
417,Refreshments,TEA,0,3811,15683,9218,10,10,10,23030,10,17024,13822,9218,4142,8910,4614,4431,4370,10,975,4188,8319,15731,10655,7242,5197,6927,12317,6321,9488,7263
437,BPC,DEOS,0,65549,45774,63110,75997,87632,70957,90922,59872,59186,82099,50662,69290,47726,59792,62742,271422,157162,59305,87443,72099,61953,78089,65478,40088,49669,63679,62234,81476,358702
438,BPC,DEOS,0,43177,48715,49455,38602,57542,76192,69716,61189,53093,63467,68801,48763,30872,37030,44332,47190,44934,67667,56305,54212,30412,53480,23052,4180,31255,18574,21936,43932,27782
439,BPC,DEOS,0,10,10,10,10,10,10,10,10,10,10,10,33404,18807,16899,23955,24547,26686,16761,29691,22270,22133,16443,40706,15260,13348,10844,18674,13348,11663
440,BPC,SKIN CLEANSING,0,342,247,247,389,2192,27448,532,30178,33527,45535,91452,16969,89461,626,69133,104052,43003,31890,12887,36548,37398,74346,32888,61942,42416,23089,19112,12275,97601
441,BPC,DEOS,0,114277,98815,76571,132828,118292,119446,104701,165786,138291,115498,204369,94809,94967,91113,51341,108285,92608,139554,159232,157056,120872,96117,149690,125065,75237,102331,101356,127443,125008
442,BPC,SKIN CLEANSING,0,55046,47845,66869,41532,60713,103905,2957,141175,27918,79524,195537,184883,133716,38209,149344,54175,2194,8841,30057,24660,29317,57332,25696,69003,54334,34216,674,6810,70105
457,BPC,SKIN CLEANSING,0,18129,12703,15782,28624,44887,22918,42825,29830,26719,41147,44258,32164,13307,23906,24737,39749,36716,57117,67808,11030,21422,30115,9069,15078,60804,57796,31594,47150,40553
458,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3240,9238,2824,8869,79,1117,1694
459,FOODS,SIDES,0,169977,177116,195537,180006,165401,179411,219735,172545,198130,237455,158902,204531,207233,170667,161615,204292,158977,204320,213103,194610,205835,185270,168018,138024,239290,189638,195770,221880,175516
460,FOODS,SIDES,0,151119,246395,181498,144585,153551,172678,132155,209440,192405,220778,138573,191590,184232,150961,156833,179266,136081,181369,186812,147840,205280,161508,139969,124738,205709,157699,166513,182750,146246
461,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,67041,20962,44358,41755,52593,29919
462,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,74332,49936,26094,18785,27632,19063
463,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,112936,85248,127857,59874,54171,50847
464,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,69,78932,27966,6656,16707,10689,8023
465,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,69,76141,22507,4816,26514,3570,3155
466,FOODS,SIDES,0,10,88061,53437,42615,58727,43967,44272,51543,47268,200756,23502,18360,41159,139914,29352,33709,24436,38773,36533,33402,28552,31907,21096,24308,19071,25361,25670,30519,29518
467,FOODS,SIDES,0,10,76142,70966,27140,92492,69614,75223,74587,69380,197564,28166,41068,59566,200213,43171,59979,39578,31622,61096,65534,52509,48960,42806,82455,64056,43366,54242,65348,52740
468,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,64,29969,34767,18155,38194,30573,18644
469,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42082,1483,8247,2925,10779,11030
470,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52477,2127,8047,5602,6404,16316
471,Refreshments,TEA,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,5313,4457,437,380,1264
472,Refreshments,TEA,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,10,28953,5146,7397,2976,4948
473,BPC,HAIR CARE,0,111909,70959,123331,121516,97012,106333,104558,102491,76132,66557,67549,82036,87543,105161,80005,107672,86178,67253,113091,122610,119921,87566,74166,112454,107896,92950,89251,140396,136224
474,BPC,HAIR CARE,0,40030,148809,128523,119613,90349,96369,97508,110225,85377,79141,87523,80599,79246,181298,101016,87349,210375,549532,152826,105594,160747,110881,81804,106987,168162,128821,81549,190799,378216
475,BPC,HAIR CARE,0,76865,58422,90145,102704,73141,69959,92214,90465,85862,58966,62793,83454,104990,103523,85414,99076,99716,91454,117668,124718,81802,98896,75218,94147,101538,78095,92130,99914,126630
476,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,764,11620,4087,9205,6545,4544,4663
477,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9287,2733,5402,935,1543,2045
478,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40367,2733,6142,803,1754,1940
479,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20992,19759,27999,5131,51852,33665,24257
480,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,53204,38554,34873,68460,25329,38884,17781
481,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,33319,28727,43247,73882,46578,34549,15560
482,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20992,24621,58899,30047,79684,46746,68266
483,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4798,92515,66054,50346,49664,41640
484,BPC,HAIR CARE,0,208673,104993,167837,139356,89222,77271,85781,111293,100163,89812,104721,101631,146778,129558,99045,86685,96123,75803,66263,73458,77254,100826,78976,91482,108093,85126,60893,58366,87906
485,BPC,HAIR CARE,0,10,10,10,10,10,55915,57787,38258,38419,19168,20561,20735,33748,39982,55324,37515,43633,36465,27221,50765,38413,33630,10,79455,58700,34377,38266,31484,37895
486,BPC,FACE,0,91987,25892,13439,19726,32460,43697,48189,19528,29551,29018,27213,19627,23210,26189,17728,31426,29387,28963,28654,42317,38340,23044,25713,11107,21677,21737,24306,31958,26810
487,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22263,33895,5112,29385,3006,12333
488,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26607,37865,44266,57887,36064,11220,12139
489,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4036,46753,51367,61381,56286,59976,50799
490,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38102,24995,38862,33508,42632,46082
491,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3549,47680,23745,39834,29407,32297,30622
492,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19560,18296,13674,17910,28358,14000
493,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8359,3642,11747,12553,13009,13143
494,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2527,8347,7715,15949,23206,20508,21157
495,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2577,42937,30555,31617,27795,55835,41471
496,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12161,117428,96543,87659,131242,64007
497,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20938,123505,51206,99618,94564,91885
498,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16906,111996,36050,86350,83878,104228
499,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51832,186834,152901,124429,178128,159567
500,BPC,DEOS,0,59569,40565,76164,69415,52064,52064,34712,46282,52064,95443,56403,39051,56403,45455,46281,65079,44112,54957,65112,58572,49172,65801,96168,46297,18084,28207,41944,41220,45558
501,BPC,DEOS,0,111330,109786,85975,92200,151541,146774,130951,80813,128427,92858,91897,131306,79302,88236,152299,116169,129501,44365,189811,135536,130012,109429,86411,126844,126719,116971,113565,128422,92659
502,BPC,DEOS,0,81903,79627,66050,76762,86203,134087,82452,107594,69297,91905,83752,99066,62676,60606,121300,73995,114978,114950,115926,82984,113775,66770,81873,110792,76378,95868,84369,101493,73086
503,BPC,FACE,0,10,10,10,10,10,10,10,10,10,10,10,63444,19693,13505,3385,13305,14640,18787,9730,27671,17309,17718,12303,14908,9400,16008,19855,17707,23062
504,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25477,21179,9341,1014,364,836
505,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25418,38820,20874,1102,216,1604
506,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25566,36815,20579,866,216,1515
507,FOODS,SIDES,0,112461,111454,113262,88384,93862,102283,110350,96782,105506,111381,86806,100844,77715,72138,80290,85738,85893,94484,93933,82242,100726,75745,69072,62682,96055,72746,67018,90194,83142
508,FOODS,SIDES,0,85795,129478,141013,128521,105910,127163,149045,113282,153847,168057,102940,128593,162284,101121,128819,156073,131753,146436,161210,118377,186420,128439,132990,100486,186839,136048,144835,198978,143342
509,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,33089,6116,1367,349,519,1877
510,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,33089,11283,1366,774,944,3660
511,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15459,3829,857,264,604,688
512,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,94,27202,7726,575,915,1084,4787
513,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,94,25956,4138,1196,660,1424,2725
514,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,94,14305,4539,2501,2133,2416,6832
515,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,94,14277,5501,3406,3322,3718,8954
516,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,67,70871,64083,49599,73600,44658,83703
517,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,106839,56538,98296,144740,77670,53001
518,BPC,HAIR CARE,0,112433,101672,134946,162990,46573,108089,97238,90869,130880,106325,105178,123720,143517,96940,105335,118988,121265,104050,98219,101092,98727,127907,142466,117050,124927,113044,57349,80169,118250
519,BPC,HAIR CARE,0,10,10,10,10,10,50342,56894,46718,50924,25515,29913,36761,53223,53800,60659,53602,58710,43617,36198,67848,26727,64968,43641,16870,54861,33666,28557,53511,60060
520,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2929,47509,15593,43145,23571,31450,29994
521,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,128257,60010,80116,56867,47563,47233
522,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,72763,46528,29377,29422,48214,49475
523,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,71345,45548,29699,37059,48849,41230
524,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,126173,179407,153072,216598,225353
525,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,141965,178217,141271,116835,118143
526,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,146686,160261,113409,99174,98975
527,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,147241,163649,97939,89188,74412
528,HHC,SVG,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16338,813,32321,1093,2663,9331
529,Refreshments,ICE CREAM,0,105473,135069,148190,227084,148050,269341,319969,109683,123387,116637,130866,79863,103189,197495,186390,239524,189680,366497,176581,104168,116017,99009,74377,69888,128061,139802,236842,202534,197140
530,Refreshments,ICE CREAM,0,81804,77825,72579,109195,103931,174732,188726,51560,68061,75667,66013,35954,50946,90602,68322,126670,101563,205306,94517,40317,69354,60277,33411,45963,46030,42006,154256,114120,99484
531,Refreshments,ICE CREAM,0,48485,51482,69476,59799,54974,40562,65987,40411,35533,40541,44534,44368,46074,51312,68499,60998,88859,50183,50407,41952,31169,34258,20290,34542,43406,45216,65635,53039,39044
532,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,36195,26161,32705,34799,45843,24445
533,HHC,SVG,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9120,1522,5633,981,1676,7458
534,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,34422,7923,8500,16539,26574,31635
535,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70950,134046,127730,162759,179965
536,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3501,32966,92366,37690,73839,43447,56397
537,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28105,95818,5947,30871,26269,14441
538,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,34288,57793,50925,41739,50522,61295
539,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,43869,48585,55851,47246,64869,57126
540,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,27144,43033,26221,21055,30058,26604
541,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,81865,120686,94632,97234,109015
542,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,84593,111592,61040,71087,99825
543,BPC,HAIR CARE,0,56188,63179,57519,59856,48533,65878,36636,36195,43217,50278,46161,49378,39631,44071,57705,37882,53871,31045,32930,19037,16197,30671,38929,30181,34364,18722,124789,27506,40210
544,BPC,HAIR CARE,0,14861,21009,24598,40486,23759,20342,48456,30779,21850,16612,34534,17267,26731,24564,24451,27788,41227,40382,1011,16478,58017,29593,13307,18380,20308,37431,25521,23194,39509
545,BPC,HAIR CARE,0,12937,15715,13788,26684,31414,10869,40535,21475,22886,11544,25016,23795,13214,16776,23301,26594,25879,34962,26419,32625,12272,10476,19432,11141,23704,22490,25177,28468,24450
546,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,29985,142300,34343,32128,50411,47195
547,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,69,75073,30756,7248,19713,2679,1612
548,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,69,26890,47725,11344,22985,2561,1494
549,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,43169,10,758,383,458
550,BPC,FACE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,29120,32143,27248,111361,21569,29872,36875
551,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,69,63265,16512,2323,1018,2501,1968
552,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,69,67541,22152,7073,900,3095,2621
553,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,32770,18841,8492,12616,27868,8258
554,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1962,36717,120245,64538,45782,67513,67992
555,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,33670,146337,56230,87024,50348,54433
556,BPC,DEOS,0,51065,47904,44414,72640,69535,62601,73919,55847,63149,56294,89079,44366,47129,43194,38221,51514,66262,29866,101503,40840,84940,50407,68564,46225,28300,67814,50748,62416,54973
557,BPC,DEOS,0,75188,101679,99782,132292,103120,135441,136959,106680,100039,121269,138834,83645,75442,74473,87761,55317,145586,125083,157771,109455,80605,109228,123280,86803,61698,109268,75733,114664,88941
558,BPC,DEOS,0,10,10,10,10,10,10,10,10,10,10,10,149747,35254,19336,28000,24529,45844,33775,63666,48214,32144,40375,43870,37420,23849,43532,37318,47025,48714
559,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26579,27408,10,2700,18164,10
560,BPC,DEOS,0,10,10,10,10,10,138113,21583,31829,18240,18642,39846,24996,15656,23864,29365,26175,43597,30360,41259,34239,40708,21764,17714,25920,10409,10855,28406,24390,47166
561,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42176,399596,143634,299231,195150
562,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,65179,46429,24500,24833,34188,26660
563,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50597,56559,21648,51252,27947,23574
564,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,92042,1212,2109,4648,42630
565,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54030,25402,45477,36604,39494
566,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,57500,26583,43705,37786,26583
567,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,59860,36026,49609,50190,38969
568,HHC,HOUSEHOLD CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52981,497,32909
569,HHC,HOUSEHOLD CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,51015,3249,1044,50186
570,BPC,HABL,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52390,2062,5369,5127,6290
571,BPC,SKIN CLEANSING,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28747,13843,9041,3943,1954
572,FOODS,CCA,0,106193,65779,42628,63135,19679,26979,43886,66683,87636,98779,62903,58576,78636,60656,46706,24989,36200,60690,57745,74744,25983,10,200011,47952,90996,94331,58229,39026,47621
573,FOODS,CCA,0,190234,225082,73618,167891,69399,40970,134799,169767,217729,212653,210727,145303,161927,127635,95770,80280,141539,131156,115539,238283,268495,231561,82621,251989,178183,199480,155511,102360,121710
574,FOODS,CCA,0,80366,71875,29069,56684,18365,26828,34155,62438,93864,72936,84935,43087,68933,44799,37549,27208,52823,48932,33579,74072,34226,50693,170189,57252,69742,59742,10282,52939,49629
575,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,64,36018,21638,21307,18099,5782,3987
576,BPC,HAIR CARE,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,64,30218,22570,33106,22675,20571,7720
577,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,104423,26224,70151,50541,76506,60846
578,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,45647,51036,20719,34292,47956,16984
579,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26451,42812,13468,22792,27586,5867
580,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,326048,45148,145441,405382,326036,516640
581,FOODS,DRESSINGS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,52414,182808,121421,154730,194668
582,FOODS,DRESSINGS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,203,95412,27484,46450,25763
583,FOODS,DRESSINGS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42323,119888,73710,91449,76863
584,FOODS,DRESSINGS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,61,5949,77293,41612,88020,77380
585,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,95926,127157,118752,149389,158632
586,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7812,3349,20872,11028,16578,8260
587,Refreshments,ICE CREAM,0,294022,426885,499404,838317,1392969,691684,645427,423950,190056,180696,244513,214439,269426,398508,621255,864082,1087690,916515,868238,329114,230984,193789,295667,220819,244219,384651,737324,809110,1072731
588,FOODS,SOUPS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10220,3187,81740
589,BPC,DEOS,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,73863,23490
590,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,62054,63346,55257,26938,28603
591,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,111020,72484,28305,33664,57840
592,Refreshments,ICE CREAM,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,62054,86192,59169,57866,43167
593,FOODS,Sir K,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11061,21169,799,4171
594,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,159,31838
595,BPC,HAIR CARE,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,159,41116
596,BPC,SKIN CLEANSING,0,34004,20690,31178,35110,38215,36896,33786,47327,43554,74288,50619,42672,39706,44295,32541,40931,45522,38635,36850,39688,39465,53895,60875,36592,32035,47149,30936,29559,36592
597,Refreshments,TEA,0,77870,94839,86617,87621,65193,63357,69481,103917,73919,118796,93781,110315,106858,96501,110918,84852,69021,71762,78699,75916,75902,86847,104248,46803,132835,90853,67432,72063,80354
598,Refreshments,TEA,1,81754,66037,54370,71523,58223,43452,54146,90177,62492,64091,62835,99093,79605,63933,71946,58879,49356,57645,60394,51498,67723,64872,86481,57336,82362,81378,64934,56444,64036
599,BPC,Q-tips,0,18583,36356,26885,35766,31632,28808,27557,29211,30852,28197,19198,31614,17039,27646,34631,24742,33311,27271,31780,31775,29341,26180,33445,21022,27929,39512,23808,28060,35693
600,BPC,DEOS,0,68578,77113,63429,111073,75617,73263,86746,87689,73854,76163,103536,70532,65520,72946,75681,99300,100338,68956,103867,112155,67038,76727,116778,62804,84723,64699,111985,85493,111093
601,BPC,DEOS,0,44361,45692,61088,80554,61833,48686,63435,63271,30039,61260,81726,50689,51590,49622,57581,70076,63407,57897,61331,81102,49712,54620,74177,44980,47226,59614,79156,64372,66880
602,BPC,HAIR CARE,0,54109,45834,56354,57173,49703,28636,67514,44794,35281,29218,37612,26409,43713,44959,45984,50090,59441,49971,30395,64529,38070,45746,45628,25717,37541,39845,36793,52690,59702
